uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,47
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,63
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,2528
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,3048
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,5
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,7
SP,SEPTICEMIA,OUTRO,"60 - 69",F,24
SP,SEPTICEMIA,OUTRO,"60 - 69",M,33
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,49
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,65
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
SP,SRAG,DOMICILIO,"60 - 69",F,10
SP,SRAG,DOMICILIO,"60 - 69",M,14
SP,SRAG,HOSPITAL,"60 - 69",F,167
SP,SRAG,HOSPITAL,"60 - 69",M,240
SP,SRAG,IGNORADO,"60 - 69",F,1
SP,SRAG,OUTRO,"60 - 69",F,5
SP,SRAG,OUTRO,"60 - 69",M,4
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
TO,OUTRAS,AMBULANCIA,"60 - 69",M,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,60
TO,OUTRAS,DOMICILIO,"60 - 69",I,1
TO,OUTRAS,DOMICILIO,"60 - 69",M,77
TO,OUTRAS,HOSPITAL,"60 - 69",F,94
TO,OUTRAS,HOSPITAL,"60 - 69",I,1
TO,OUTRAS,HOSPITAL,"60 - 69",M,136
TO,OUTRAS,IGNORADO,"60 - 69",M,5
TO,OUTRAS,OUTRO,"60 - 69",F,2
TO,OUTRAS,OUTRO,"60 - 69",M,12
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,8
TO,COVID,DOMICILIO,"60 - 69",F,1
TO,COVID,DOMICILIO,"60 - 69",M,5
TO,COVID,HOSPITAL,"60 - 69",F,42
TO,COVID,HOSPITAL,"60 - 69",M,95
TO,COVID,OUTRO,"60 - 69",F,2
TO,COVID,OUTRO,"60 - 69",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
TO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
TO,INDETERMINADA,OUTRO,"60 - 69",M,1
TO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,14
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,20
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,23
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,6
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,29
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,42
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
TO,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
TO,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,23
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,43
TO,SRAG,HOSPITAL,"60 - 69",M,3
TO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,OUTRAS,AMBULANCIA,"70 - 79",M,1
AC,OUTRAS,DOMICILIO,"70 - 79",F,44
AC,OUTRAS,DOMICILIO,"70 - 79",M,77
AC,OUTRAS,HOSPITAL,"70 - 79",F,48
AC,OUTRAS,HOSPITAL,"70 - 79",M,81
AC,OUTRAS,OUTRO,"70 - 79",F,4
AC,OUTRAS,OUTRO,"70 - 79",M,11
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,3
AC,COVID,DOMICILIO,"70 - 79",F,2
AC,COVID,DOMICILIO,"70 - 79",M,2
AC,COVID,HOSPITAL,"70 - 79",F,66
AC,COVID,HOSPITAL,"70 - 79",M,83
AC,COVID,OUTRO,"70 - 79",F,2
AC,COVID,OUTRO,"70 - 79",M,3
AC,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",F,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",M,2
AC,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,19
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,12
AC,PNEUMONIA,DOMICILIO,"70 - 79",F,3
AC,PNEUMONIA,DOMICILIO,"70 - 79",M,3
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,41
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,62
AC,PNEUMONIA,IGNORADO,"70 - 79",I,1
AC,PNEUMONIA,OUTRO,"70 - 79",M,3
AC,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,18
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,31
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SRAG,HOSPITAL,"70 - 79",M,4
AC,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,328
AL,OUTRAS,DOMICILIO,"70 - 79",M,419
AL,OUTRAS,HOSPITAL,"70 - 79",F,381
AL,OUTRAS,HOSPITAL,"70 - 79",M,411
AL,OUTRAS,IGNORADO,"70 - 79",F,1
AL,OUTRAS,IGNORADO,"70 - 79",M,3
AL,OUTRAS,OUTRO,"70 - 79",F,6
AL,OUTRAS,OUTRO,"70 - 79",M,7
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,23
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,25
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,6
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,14
AL,COVID,DOMICILIO,"70 - 79",F,5
AL,COVID,DOMICILIO,"70 - 79",M,19
AL,COVID,HOSPITAL,"70 - 79",F,209
AL,COVID,HOSPITAL,"70 - 79",I,1
AL,COVID,HOSPITAL,"70 - 79",M,315
AL,COVID,IGNORADO,"70 - 79",F,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,9
AL,INDETERMINADA,DOMICILIO,"70 - 79",F,5
AL,INDETERMINADA,DOMICILIO,"70 - 79",M,2
AL,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AL,INDETERMINADA,HOSPITAL,"70 - 79",M,3
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,35
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,49
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,72
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,89
AL,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,11
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,16
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,25
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,185
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,162
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,21
AL,SEPTICEMIA,DOMICILIO,"70 - 79",M,16
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,156
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,185
AL,SEPTICEMIA,OUTRO,"70 - 79",F,1
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
AL,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
AL,SRAG,DOMICILIO,"70 - 79",F,1
AL,SRAG,DOMICILIO,"70 - 79",M,1
AL,SRAG,HOSPITAL,"70 - 79",F,26
AL,SRAG,HOSPITAL,"70 - 79",M,43
AL,SRAG,OUTRO,"70 - 79",F,2
AL,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,OUTRAS,AMBULANCIA,"70 - 79",F,1
AM,OUTRAS,DOMICILIO,"70 - 79",F,203
AM,OUTRAS,DOMICILIO,"70 - 79",M,383
AM,OUTRAS,HOSPITAL,"70 - 79",F,291
AM,OUTRAS,HOSPITAL,"70 - 79",M,402
AM,OUTRAS,IGNORADO,"70 - 79",F,2
AM,OUTRAS,OUTRO,"70 - 79",F,6
AM,OUTRAS,OUTRO,"70 - 79",M,7
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,11
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,5
AM,COVID,DOMICILIO,"70 - 79",F,7
AM,COVID,DOMICILIO,"70 - 79",M,19
AM,COVID,HOSPITAL,"70 - 79",F,185
AM,COVID,HOSPITAL,"70 - 79",M,347
AM,COVID,OUTRO,"70 - 79",F,2
AM,COVID,OUTRO,"70 - 79",M,3
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
AM,COVID,POSTO_SAUDE,"70 - 79",M,1
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,5
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,14
AM,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AM,INDETERMINADA,HOSPITAL,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,24
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,24
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,42
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",I,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,81
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,PNEUMONIA,AMBULANCIA,"70 - 79",M,1
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,4
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,7
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,175
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,255
AM,PNEUMONIA,OUTRO,"70 - 79",M,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AM,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,10
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,118
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,124
AM,SEPTICEMIA,OUTRO,"70 - 79",F,1
AM,SEPTICEMIA,OUTRO,"70 - 79",M,2
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,SRAG,DOMICILIO,"70 - 79",F,1
AM,SRAG,DOMICILIO,"70 - 79",M,4
AM,SRAG,HOSPITAL,"70 - 79",F,66
AM,SRAG,HOSPITAL,"70 - 79",M,102
AM,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AP,OUTRAS,DOMICILIO,"70 - 79",F,18
AP,OUTRAS,DOMICILIO,"70 - 79",M,33
AP,OUTRAS,HOSPITAL,"70 - 79",F,36
AP,OUTRAS,HOSPITAL,"70 - 79",M,67
AP,OUTRAS,OUTRO,"70 - 79",M,2
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AP,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
AP,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
AP,OUTRAS,VIA_PUBLICA,"70 - 79",M,3
AP,COVID,DOMICILIO,"70 - 79",M,10
AP,COVID,HOSPITAL,"70 - 79",F,44
AP,COVID,HOSPITAL,"70 - 79",I,1
AP,COVID,HOSPITAL,"70 - 79",M,84
AP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
AP,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
AP,COVID,POSTO_SAUDE,"70 - 79",F,1
AP,COVID,POSTO_SAUDE,"70 - 79",M,5
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
AP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,11
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,15
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AP,PNEUMONIA,DOMICILIO,"70 - 79",F,4
AP,PNEUMONIA,DOMICILIO,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,15
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,21
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AP,PNEUMONIA,POSTO_SAUDE,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,11
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,7
AP,SRAG,HOSPITAL,"70 - 79",F,1
BA,OUTRAS,AMBULANCIA,"70 - 79",M,1
BA,OUTRAS,DOMICILIO,"70 - 79",F,1191
BA,OUTRAS,DOMICILIO,"70 - 79",I,1
BA,OUTRAS,DOMICILIO,"70 - 79",M,1841
BA,OUTRAS,HOSPITAL,"70 - 79",F,1498
BA,OUTRAS,HOSPITAL,"70 - 79",M,1850
BA,OUTRAS,IGNORADO,"70 - 79",F,11
BA,OUTRAS,IGNORADO,"70 - 79",I,1
BA,OUTRAS,IGNORADO,"70 - 79",M,24
BA,OUTRAS,OUTRO,"70 - 79",F,52
BA,OUTRAS,OUTRO,"70 - 79",M,117
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,192
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",I,1
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,205
BA,OUTRAS,POSTO_SAUDE,"70 - 79",M,2
BA,OUTRAS,VIA_PUBLICA,"70 - 79",F,19
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,44
BA,COVID,DOMICILIO,"70 - 79",F,26
BA,COVID,DOMICILIO,"70 - 79",M,40
BA,COVID,HOSPITAL,"70 - 79",F,554
BA,COVID,HOSPITAL,"70 - 79",I,2
BA,COVID,HOSPITAL,"70 - 79",M,868
BA,COVID,IGNORADO,"70 - 79",F,1
BA,COVID,IGNORADO,"70 - 79",M,4
BA,COVID,OUTRO,"70 - 79",F,10
BA,COVID,OUTRO,"70 - 79",M,8
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,52
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,65
BA,COVID,VIA_PUBLICA,"70 - 79",F,1
BA,COVID,VIA_PUBLICA,"70 - 79",M,2
BA,INDETERMINADA,DOMICILIO,"70 - 79",F,4
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,10
BA,INDETERMINADA,HOSPITAL,"70 - 79",F,2
BA,INDETERMINADA,HOSPITAL,"70 - 79",M,5
BA,INDETERMINADA,OUTRO,"70 - 79",F,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,77
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",I,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,133
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,381
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,441
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,1
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,7
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,54
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,49
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,18
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,40
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,404
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,520
BA,PNEUMONIA,IGNORADO,"70 - 79",F,2
BA,PNEUMONIA,OUTRO,"70 - 79",F,6
BA,PNEUMONIA,OUTRO,"70 - 79",M,6
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,29
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,29
BA,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
BA,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,33
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,37
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,606
BA,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,689
BA,SEPTICEMIA,IGNORADO,"70 - 79",M,1
BA,SEPTICEMIA,OUTRO,"70 - 79",F,7
BA,SEPTICEMIA,OUTRO,"70 - 79",M,8
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,45
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,42
BA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
BA,SRAG,DOMICILIO,"70 - 79",F,4
BA,SRAG,DOMICILIO,"70 - 79",M,3
BA,SRAG,HOSPITAL,"70 - 79",F,35
BA,SRAG,HOSPITAL,"70 - 79",M,38
BA,SRAG,OUTRO,"70 - 79",M,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
CE,OUTRAS,AMBULANCIA,"70 - 79",F,2
CE,OUTRAS,AMBULANCIA,"70 - 79",M,3
CE,OUTRAS,DOMICILIO,"70 - 79",F,636
CE,OUTRAS,DOMICILIO,"70 - 79",I,1
CE,OUTRAS,DOMICILIO,"70 - 79",M,864
CE,OUTRAS,HOSPITAL,"70 - 79",F,785
CE,OUTRAS,HOSPITAL,"70 - 79",M,887
CE,OUTRAS,IGNORADO,"70 - 79",F,166
CE,OUTRAS,IGNORADO,"70 - 79",M,217
CE,OUTRAS,OUTRO,"70 - 79",F,61
CE,OUTRAS,OUTRO,"70 - 79",M,57
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,82
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,80
CE,OUTRAS,VIA_PUBLICA,"70 - 79",F,6
CE,OUTRAS,VIA_PUBLICA,"70 - 79",M,22
CE,COVID,AMBULANCIA,"70 - 79",F,1
CE,COVID,DOMICILIO,"70 - 79",F,42
CE,COVID,DOMICILIO,"70 - 79",M,53
CE,COVID,HOSPITAL,"70 - 79",F,718
CE,COVID,HOSPITAL,"70 - 79",I,2
CE,COVID,HOSPITAL,"70 - 79",M,948
CE,COVID,IGNORADO,"70 - 79",F,101
CE,COVID,IGNORADO,"70 - 79",I,1
CE,COVID,IGNORADO,"70 - 79",M,128
CE,COVID,OUTRO,"70 - 79",F,6
CE,COVID,OUTRO,"70 - 79",M,14
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,89
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,129
CE,COVID,VIA_PUBLICA,"70 - 79",M,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",F,10
CE,INDETERMINADA,DOMICILIO,"70 - 79",M,6
CE,INDETERMINADA,HOSPITAL,"70 - 79",F,1
CE,INDETERMINADA,HOSPITAL,"70 - 79",M,5
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,58
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,68
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,140
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,130
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,31
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,29
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,21
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,4
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,3
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,37
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,57
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,365
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,424
CE,PNEUMONIA,IGNORADO,"70 - 79",F,50
CE,PNEUMONIA,IGNORADO,"70 - 79",M,54
CE,PNEUMONIA,OUTRO,"70 - 79",F,7
CE,PNEUMONIA,OUTRO,"70 - 79",M,4
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,37
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,38
CE,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
CE,SEPTICEMIA,AMBULANCIA,"70 - 79",F,1
CE,SEPTICEMIA,DOMICILIO,"70 - 79",F,26
CE,SEPTICEMIA,DOMICILIO,"70 - 79",M,25
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,305
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,301
CE,SEPTICEMIA,IGNORADO,"70 - 79",F,27
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,43
CE,SEPTICEMIA,OUTRO,"70 - 79",F,1
CE,SEPTICEMIA,OUTRO,"70 - 79",M,3
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,24
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,25
CE,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,2
CE,SRAG,DOMICILIO,"70 - 79",F,2
CE,SRAG,DOMICILIO,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",F,55
CE,SRAG,HOSPITAL,"70 - 79",M,40
CE,SRAG,IGNORADO,"70 - 79",F,3
CE,SRAG,IGNORADO,"70 - 79",M,13
CE,SRAG,OUTRO,"70 - 79",F,2
CE,SRAG,OUTRO,"70 - 79",M,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,11
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,18
DF,OUTRAS,DOMICILIO,"70 - 79",F,108
DF,OUTRAS,DOMICILIO,"70 - 79",M,144
DF,OUTRAS,HOSPITAL,"70 - 79",F,370
DF,OUTRAS,HOSPITAL,"70 - 79",I,1
DF,OUTRAS,HOSPITAL,"70 - 79",M,397
DF,OUTRAS,OUTRO,"70 - 79",F,25
DF,OUTRAS,OUTRO,"70 - 79",M,28
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,15
DF,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
DF,OUTRAS,VIA_PUBLICA,"70 - 79",M,3
DF,COVID,DOMICILIO,"70 - 79",F,5
DF,COVID,DOMICILIO,"70 - 79",M,5
DF,COVID,HOSPITAL,"70 - 79",F,307
DF,COVID,HOSPITAL,"70 - 79",M,447
DF,COVID,OUTRO,"70 - 79",F,6
DF,COVID,OUTRO,"70 - 79",M,2
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
DF,INDETERMINADA,DOMICILIO,"70 - 79",F,3
DF,INDETERMINADA,DOMICILIO,"70 - 79",M,3
DF,INDETERMINADA,HOSPITAL,"70 - 79",F,6
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,7
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,12
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,14
